4.256707057356834412e-02,5.976343750953674316e-01,8.588620424270629883e-01,2.716527283191680908e-01,2.055690288543701172e-01,2.895304262638092041e-01
-6.251715421676635742e-01,-8.375346064567565918e-01,-6.571961939334869385e-02,2.450332492589950562e-01,1.358984131366014481e-02,1.371284723281860352e-01
1.926732510328292847e-01,-9.078987240791320801e-01,-4.849945008754730225e-01,2.982541918754577637e-01,8.929234929382801056e-03,2.964093089103698730e-01
-5.561222434043884277e-01,7.892852276563644409e-02,8.838105797767639160e-01,7.048621773719787598e-02,1.523207277059555054e-01,8.697826415300369263e-02
-3.454502224922180176e-01,-1.774897873401641846e-01,-9.725144505500793457e-01,2.382691055536270142e-01,2.526367008686065674e-01,2.021812051534652710e-01
-1.287856698036193848e-01,-8.490476608276367188e-01,-5.992954969406127930e-01,2.709528207778930664e-01,2.763049900531768799e-01,8.402424305677413940e-02
-8.535495996475219727e-01,5.449449419975280762e-01,2.666661441326141357e-01,7.895928621292114258e-02,2.352970689535140991e-01,1.515348851680755615e-01
-5.619326829910278320e-01,8.790609240531921387e-01,-9.003570675849914551e-02,8.762124180793762207e-02,1.976368278264999390e-01,2.941219210624694824e-01
-1.105763092637062073e-01,9.928841143846511841e-02,-1.036599040031433105e+00,4.930515587329864502e-02,2.680507302284240723e-01,5.460931360721588135e-02
-1.397579908370971680e-01,8.326578736305236816e-01,6.194929480552673340e-01,9.032950550317764282e-02,2.366563379764556885e-01,1.952212005853652954e-01
-2.841292023658752441e-01,-1.595820784568786621e-01,9.952018857002258301e-01,2.836592495441436768e-01,2.628201544284820557e-01,1.521475464105606079e-01
4.165180623531341553e-01,3.727106153964996338e-01,8.855631947517395020e-01,2.051582932472229004e-01,2.632456421852111816e-01,1.105640605092048645e-01
-5.694546103477478027e-01,-8.384236097335815430e-01,-2.634198665618896484e-01,2.422352880239486694e-01,8.890859782695770264e-02,1.226787716150283813e-01
-8.958302736282348633e-01,-1.552671790122985840e-01,-5.196181535720825195e-01,9.332882612943649292e-02,1.137029901146888733e-01,5.796230584383010864e-02
6.169902160763740540e-03,-2.863107919692993164e-01,1.007278919219970703e+00,5.057877395302057266e-03,2.844273149967193604e-01,1.049864944070577621e-02
1.154916957020759583e-01,9.225633740425109863e-01,4.818310737609863281e-01,2.583820819854736328e-01,1.804221868515014648e-01,5.502462736330926418e-04
8.375517725944519043e-01,-1.813774113543331623e-03,6.285908818244934082e-01,1.887677162885665894e-01,2.579836845397949219e-01,1.098114326596260071e-01
