-3.817015588283538818e-01,1.194593548774719238e+00,-6.138414144515991211e-01,4.978823941200971603e-03,2.961448431015014648e-01,2.884134836494922638e-02
-1.226391494274139404e-01,-9.138858318328857422e-01,1.048486351966857910e+00,2.047440856695175171e-01,2.429577857255935669e-01,1.158342584967613220e-01
-5.774839520454406738e-01,-1.075404882431030273e+00,6.779143810272216797e-01,1.334180384874343872e-01,1.126256063580513000e-01,2.763787657022476196e-02
-6.093729138374328613e-01,1.013689994812011719e+00,-7.420570850372314453e-01,1.751630455255508423e-01,2.752534151077270508e-01,2.520555555820465088e-01
-6.169614568352699280e-02,-6.950437426567077637e-01,-1.209404468536376953e+00,3.910244256258010864e-02,3.815177828073501587e-02,2.531686127185821533e-01
1.814279854297637939e-01,1.364871382713317871e+00,2.318647652864456177e-01,2.209268957376480103e-01,1.899686306715011597e-01,2.624523639678955078e-01
-4.975386857986450195e-01,2.632917165756225586e-01,-1.277765274047851562e+00,1.833115220069885254e-01,4.740266501903533936e-02,9.652063995599746704e-02
-3.879668414592742920e-01,-5.866705179214477539e-01,-1.206171989440917969e+00,1.175483167171478271e-01,3.795622661709785461e-02,1.256802771240472794e-02
-2.872551605105400085e-02,1.318851709365844727e+00,4.575550854206085205e-01,4.854314029216766357e-02,2.208574414253234863e-01,1.648025512695312500e-01
1.000601530075073242e+00,9.473472833633422852e-01,-2.255683392286300659e-01,3.168050199747085571e-02,2.694058716297149658e-01,1.697952859103679657e-02
6.965509057044982910e-01,1.171516656875610352e+00,3.031782507896423340e-01,2.068437188863754272e-01,2.002665698528289795e-01,1.514800339937210083e-01
3.569999039173126221e-01,-1.305876731872558594e+00,3.417430818080902100e-01,1.166271045804023743e-02,1.578497290611267090e-01,1.717676669359207153e-01
1.205544114112854004e+00,-3.163750171661376953e-01,6.293817758560180664e-01,2.001535892486572266e-02,8.831715583801269531e-02,2.176451683044433594e-02
-6.909124255180358887e-01,-1.127023696899414062e+00,-4.494540989398956299e-01,2.467847056686878204e-02,1.294652968645095825e-01,1.080832257866859436e-01
5.681653022766113281e-01,8.713208436965942383e-01,-9.314179420471191406e-01,2.467082142829895020e-01,1.589735746383666992e-01,2.111693769693374634e-01
-9.481946378946304321e-02,-1.043184101581573486e-01,-1.389128565788269043e+00,3.329547867178916931e-02,6.039952114224433899e-02,2.225589603185653687e-01
-1.155641317367553711e+00,3.833744674921035767e-02,7.826716303825378418e-01,2.649407684803009033e-01,2.698861658573150635e-01,1.509267985820770264e-01
4.540261998772621155e-02,8.999702334403991699e-01,1.066556811332702637e+00,2.188515514135360718e-01,1.998732835054397583e-01,1.257977336645126343e-01
8.246110081672668457e-01,8.132164478302001953e-01,-7.799019813537597656e-01,2.888252772390842438e-02,2.341612726449966431e-01,2.852695286273956299e-01
4.842186868190765381e-01,8.778970241546630859e-01,-9.717924594879150391e-01,2.049399614334106445e-01,1.090180128812789917e-01,2.484968900680541992e-01
-1.112672090530395508e+00,2.194692753255367279e-02,8.432261943817138672e-01,1.191507354378700256e-01,1.690762192010879517e-01,1.085795611143112183e-01
9.461696147918701172e-01,7.592108845710754395e-01,-6.913128495216369629e-01,5.787132680416107178e-02,1.470574289560317993e-01,5.161644890904426575e-02
4.719472825527191162e-01,-1.313368678092956543e+00,-4.335936531424522400e-02,4.711598902940750122e-02,1.093812212347984314e-01,2.449386194348335266e-02
3.550135716795921326e-02,-4.299409091472625732e-01,1.327946424484252930e+00,8.538408577442169189e-02,1.956068277359008789e-01,6.253713741898536682e-03
1.235659480094909668e+00,-7.397625595331192017e-02,-6.459291577339172363e-01,3.713965634233318269e-05,4.913699999451637268e-02,4.049832001328468323e-03
-5.874393582344055176e-01,-9.192974120378494263e-02,1.263334989547729492e+00,7.647782564163208008e-02,1.821833550930023193e-01,2.132784873247146606e-01
3.368948698043823242e-01,-5.908946990966796875e-01,-1.219383716583251953e+00,5.893528927117586136e-03,2.279674112796783447e-01,1.923827677965164185e-01
-1.194411635398864746e+00,3.025357425212860107e-01,6.568135619163513184e-01,2.140625268220901489e-01,2.611510157585144043e-01,6.411295384168624878e-02
-1.293959736824035645e+00,-5.226063728332519531e-01,4.584672302007675171e-02,1.698910593986511230e-01,2.819635570049285889e-01,7.996308803558349609e-02
7.793987989425659180e-01,-1.083521246910095215e+00,-4.099641740322113037e-01,1.871979832649230957e-01,3.616306185722351074e-02,2.501395642757415771e-01
-1.176848053932189941e+00,-1.439073830842971802e-01,7.374756336212158203e-01,2.217128314077854156e-02,2.746965587139129639e-01,3.032949008047580719e-02
9.985968470573425293e-01,-7.794483304023742676e-01,5.872104763984680176e-01,2.575090527534484863e-01,9.067710489034652710e-02,1.154298335313796997e-01
-6.911965012550354004e-01,9.040521979331970215e-01,8.090044856071472168e-01,9.041923284530639648e-02,8.068499714136123657e-02,1.461529135704040527e-01
7.527920603752136230e-01,-1.169052004814147949e+00,-1.271738260984420776e-01,6.794920563697814941e-02,2.396876960992813110e-01,1.115373428910970688e-02
4.944851994514465332e-01,-8.869514465332031250e-01,-9.583072662353515625e-01,1.487468183040618896e-01,2.575136721134185791e-01,9.884629398584365845e-02
9.610835313796997070e-01,-9.985804557800292969e-01,-1.694318950176239014e-01,2.412527352571487427e-01,9.724006056785583496e-02,1.032038256525993347e-01
-9.786046743392944336e-01,8.454267978668212891e-01,5.264387130737304688e-01,2.068164795637130737e-01,1.437236219644546509e-01,1.765601038932800293e-01
3.594562411308288574e-01,-2.611628472805023193e-01,-1.323682904243469238e+00,1.858487278223037720e-01,8.083176799118518829e-03,1.691168546676635742e-02
-1.797116361558437347e-02,-1.258916020393371582e+00,-6.036211848258972168e-01,7.100535184144973755e-02,8.862512558698654175e-02,1.415736973285675049e-01
1.374365806579589844e+00,2.201906740665435791e-01,-1.103908047080039978e-01,1.158934310078620911e-01,1.824989169836044312e-01,1.564752459526062012e-01
8.794190287590026855e-01,6.942445635795593262e-01,-8.331855535507202148e-01,2.688043750822544098e-02,1.668590903282165527e-01,1.882100850343704224e-01
1.059423208236694336e+00,8.235031366348266602e-01,-3.860261738300323486e-01,1.555399149656295776e-01,2.592114210128784180e-01,2.163286954164505005e-01
